,AQI Level,Cabon_dioxide PPM,Health_Level,Visibility_Level
614,15,400,Good,Clear
615,349,1655,Hazardous,Extremely Poor Visibility
616,158,986,Unhealthy,Poor Visibility
617,25,374,Good,Clear
618,303,1592,Hazardous,Extremely Poor Visibility
619,268,1046,Very_Unhealthy,Very Poor Visibility
620,60,457,Moderate,Slightly Hazy
621,223,1318,Very_Unhealthy,Very Poor Visibility
622,491,1578,Hazardous,Extremely Poor Visibility
623,61,584,Moderate,Slightly Hazy
624,158,889,Unhealthy,Poor Visibility
625,443,1684,Hazardous,Extremely Poor Visibility
626,116,762,Moderate_Bad,Hazy
627,59,562,Moderate,Slightly Hazy
628,474,1670,Hazardous,Extremely Poor Visibility
629,356,1579,Hazardous,Extremely Poor Visibility
630,374,1552,Hazardous,Extremely Poor Visibility
631,452,1654,Hazardous,Extremely Poor Visibility
632,25,422,Good,Clear
633,99,498,Moderate,Slightly Hazy
634,423,1568,Hazardous,Extremely Poor Visibility
635,494,1533,Hazardous,Extremely Poor Visibility
636,94,541,Moderate,Slightly Hazy
637,398,1530,Hazardous,Extremely Poor Visibility
638,435,1568,Hazardous,Extremely Poor Visibility
639,405,1598,Hazardous,Extremely Poor Visibility
640,377,1566,Hazardous,Extremely Poor Visibility
641,334,1678,Hazardous,Extremely Poor Visibility
642,337,1511,Hazardous,Extremely Poor Visibility
643,119,722,Moderate_Bad,Hazy
644,239,1168,Very_Unhealthy,Very Poor Visibility
645,20,437,Good,Clear
646,233,1308,Very_Unhealthy,Very Poor Visibility
647,326,1640,Hazardous,Extremely Poor Visibility
648,447,1531,Hazardous,Extremely Poor Visibility
649,467,1659,Hazardous,Extremely Poor Visibility
650,29,369,Good,Clear
651,252,1050,Very_Unhealthy,Very Poor Visibility
652,82,600,Moderate,Slightly Hazy
653,58,585,Moderate,Slightly Hazy
654,191,850,Unhealthy,Poor Visibility
655,309,1511,Hazardous,Extremely Poor Visibility
656,35,439,Good,Clear
657,275,1395,Very_Unhealthy,Very Poor Visibility
658,412,1543,Hazardous,Extremely Poor Visibility
659,435,1523,Hazardous,Extremely Poor Visibility
660,25,380,Good,Clear
661,109,608,Moderate_Bad,Hazy
662,67,516,Moderate,Slightly Hazy
663,243,1339,Very_Unhealthy,Very Poor Visibility
664,29,377,Good,Clear
665,463,1581,Hazardous,Extremely Poor Visibility
666,409,1551,Hazardous,Extremely Poor Visibility
667,144,657,Moderate_Bad,Hazy
668,498,1642,Hazardous,Extremely Poor Visibility
669,86,564,Moderate,Slightly Hazy
670,340,1601,Hazardous,Extremely Poor Visibility
671,180,972,Unhealthy,Poor Visibility
672,379,1677,Hazardous,Extremely Poor Visibility
673,447,1521,Hazardous,Extremely Poor Visibility
674,133,769,Moderate_Bad,Hazy
675,298,1166,Very_Unhealthy,Very Poor Visibility
676,114,798,Moderate_Bad,Hazy
677,432,1621,Hazardous,Extremely Poor Visibility
678,351,1575,Hazardous,Extremely Poor Visibility
679,368,1686,Hazardous,Extremely Poor Visibility
680,450,1554,Hazardous,Extremely Poor Visibility
681,343,1632,Hazardous,Extremely Poor Visibility
682,296,1235,Very_Unhealthy,Very Poor Visibility
683,476,1695,Hazardous,Extremely Poor Visibility
684,22,410,Good,Clear
685,256,1362,Very_Unhealthy,Very Poor Visibility
686,27,441,Good,Clear
687,143,713,Moderate_Bad,Hazy
688,263,1500,Very_Unhealthy,Very Poor Visibility
689,123,667,Moderate_Bad,Hazy
690,151,855,Unhealthy,Poor Visibility
691,17,406,Good,Clear
692,323,1585,Hazardous,Extremely Poor Visibility
693,461,1520,Hazardous,Extremely Poor Visibility
694,267,1076,Very_Unhealthy,Very Poor Visibility
695,249,1233,Very_Unhealthy,Very Poor Visibility
696,164,989,Unhealthy,Poor Visibility
697,119,794,Moderate_Bad,Hazy
698,41,412,Good,Clear
699,355,1649,Hazardous,Extremely Poor Visibility
700,451,1666,Hazardous,Extremely Poor Visibility
701,158,842,Unhealthy,Poor Visibility
702,484,1689,Hazardous,Extremely Poor Visibility
703,246,1394,Very_Unhealthy,Very Poor Visibility
704,271,1127,Very_Unhealthy,Very Poor Visibility
705,102,606,Moderate_Bad,Hazy
706,287,1191,Very_Unhealthy,Very Poor Visibility
707,16,428,Good,Clear
708,435,1669,Hazardous,Extremely Poor Visibility
709,209,1115,Very_Unhealthy,Very Poor Visibility
710,64,469,Moderate,Slightly Hazy
711,136,671,Moderate_Bad,Hazy
712,67,560,Moderate,Slightly Hazy
713,90,583,Moderate,Slightly Hazy
714,500,1536,Hazardous,Extremely Poor Visibility
715,302,1555,Hazardous,Extremely Poor Visibility
716,217,1498,Very_Unhealthy,Very Poor Visibility
717,277,1487,Very_Unhealthy,Very Poor Visibility
718,73,561,Moderate,Slightly Hazy
719,416,1553,Hazardous,Extremely Poor Visibility
720,496,1677,Hazardous,Extremely Poor Visibility
721,333,1654,Hazardous,Extremely Poor Visibility
722,495,1569,Hazardous,Extremely Poor Visibility
723,13,366,Good,Clear
724,13,391,Good,Clear
725,268,1427,Very_Unhealthy,Very Poor Visibility
726,487,1689,Hazardous,Extremely Poor Visibility
727,415,1643,Hazardous,Extremely Poor Visibility
728,450,1641,Hazardous,Extremely Poor Visibility
729,21,361,Good,Clear
730,136,735,Moderate_Bad,Hazy
731,279,1108,Very_Unhealthy,Very Poor Visibility
732,288,1096,Very_Unhealthy,Very Poor Visibility
733,25,420,Good,Clear
734,3,373,Good,Clear
735,100,489,Moderate,Slightly Hazy
736,76,460,Moderate,Slightly Hazy
737,465,1622,Hazardous,Extremely Poor Visibility
738,21,446,Good,Clear
739,446,1540,Hazardous,Extremely Poor Visibility
740,446,1595,Hazardous,Extremely Poor Visibility
741,295,1071,Very_Unhealthy,Very Poor Visibility
742,44,368,Good,Clear
743,398,1549,Hazardous,Extremely Poor Visibility
744,490,1589,Hazardous,Extremely Poor Visibility
745,294,1303,Very_Unhealthy,Very Poor Visibility
746,70,577,Moderate,Slightly Hazy
747,403,1587,Hazardous,Extremely Poor Visibility
748,373,1600,Hazardous,Extremely Poor Visibility
749,112,786,Moderate_Bad,Hazy
750,89,481,Moderate,Slightly Hazy
751,236,1453,Very_Unhealthy,Very Poor Visibility
752,317,1690,Hazardous,Extremely Poor Visibility
753,64,497,Moderate,Slightly Hazy
754,1,414,Good,Clear
755,198,810,Unhealthy,Poor Visibility
756,280,1185,Very_Unhealthy,Very Poor Visibility
757,203,1147,Very_Unhealthy,Very Poor Visibility
758,257,1123,Very_Unhealthy,Very Poor Visibility
759,397,1591,Hazardous,Extremely Poor Visibility
760,375,1682,Hazardous,Extremely Poor Visibility
761,286,1271,Very_Unhealthy,Very Poor Visibility
762,142,724,Moderate_Bad,Hazy
763,239,1341,Very_Unhealthy,Very Poor Visibility
764,462,1608,Hazardous,Extremely Poor Visibility
765,387,1673,Hazardous,Extremely Poor Visibility
766,311,1512,Hazardous,Extremely Poor Visibility
767,241,1110,Very_Unhealthy,Very Poor Visibility
768,484,1678,Hazardous,Extremely Poor Visibility
769,186,970,Unhealthy,Poor Visibility
770,139,662,Moderate_Bad,Hazy
771,182,818,Unhealthy,Poor Visibility
772,465,1551,Hazardous,Extremely Poor Visibility
773,294,1305,Very_Unhealthy,Very Poor Visibility
774,317,1642,Hazardous,Extremely Poor Visibility
775,198,994,Unhealthy,Poor Visibility
776,86,534,Moderate,Slightly Hazy
777,454,1675,Hazardous,Extremely Poor Visibility
778,116,703,Moderate_Bad,Hazy
779,285,1091,Very_Unhealthy,Very Poor Visibility
780,19,403,Good,Clear
781,281,1228,Very_Unhealthy,Very Poor Visibility
782,315,1684,Hazardous,Extremely Poor Visibility
783,387,1569,Hazardous,Extremely Poor Visibility
784,342,1590,Hazardous,Extremely Poor Visibility
785,493,1557,Hazardous,Extremely Poor Visibility
786,476,1505,Hazardous,Extremely Poor Visibility
787,430,1631,Hazardous,Extremely Poor Visibility
788,239,1332,Very_Unhealthy,Very Poor Visibility
789,144,789,Moderate_Bad,Hazy
790,111,644,Moderate_Bad,Hazy
791,406,1511,Hazardous,Extremely Poor Visibility
792,237,1477,Very_Unhealthy,Very Poor Visibility
793,463,1612,Hazardous,Extremely Poor Visibility
794,129,674,Moderate_Bad,Hazy
795,14,426,Good,Clear
796,73,496,Moderate,Slightly Hazy
797,75,483,Moderate,Slightly Hazy
798,339,1690,Hazardous,Extremely Poor Visibility
799,436,1688,Hazardous,Extremely Poor Visibility
800,253,1500,Very_Unhealthy,Very Poor Visibility
801,94,563,Moderate,Slightly Hazy
802,442,1603,Hazardous,Extremely Poor Visibility
803,250,1173,Very_Unhealthy,Very Poor Visibility
804,147,708,Moderate_Bad,Hazy
805,316,1569,Hazardous,Extremely Poor Visibility
806,307,1695,Hazardous,Extremely Poor Visibility
807,156,844,Unhealthy,Poor Visibility
808,377,1631,Hazardous,Extremely Poor Visibility
809,0,369,Good,Clear
810,235,1253,Very_Unhealthy,Very Poor Visibility
811,168,980,Unhealthy,Poor Visibility
812,291,1039,Very_Unhealthy,Very Poor Visibility
813,285,1025,Very_Unhealthy,Very Poor Visibility
814,344,1538,Hazardous,Extremely Poor Visibility
815,130,688,Moderate_Bad,Hazy
816,458,1563,Hazardous,Extremely Poor Visibility
817,312,1598,Hazardous,Extremely Poor Visibility
818,141,652,Moderate_Bad,Hazy
819,286,1112,Very_Unhealthy,Very Poor Visibility
820,92,552,Moderate,Slightly Hazy
821,236,1284,Very_Unhealthy,Very Poor Visibility
822,384,1525,Hazardous,Extremely Poor Visibility
823,277,1443,Very_Unhealthy,Very Poor Visibility
824,405,1616,Hazardous,Extremely Poor Visibility
825,303,1675,Hazardous,Extremely Poor Visibility
826,399,1608,Hazardous,Extremely Poor Visibility
827,103,626,Moderate_Bad,Hazy
828,248,1101,Very_Unhealthy,Very Poor Visibility
829,382,1507,Hazardous,Extremely Poor Visibility
830,228,1219,Very_Unhealthy,Very Poor Visibility
831,361,1616,Hazardous,Extremely Poor Visibility
832,29,359,Good,Clear
833,35,444,Good,Clear
834,40,416,Good,Clear
835,282,1353,Very_Unhealthy,Very Poor Visibility
836,323,1530,Hazardous,Extremely Poor Visibility
837,44,442,Good,Clear
838,487,1645,Hazardous,Extremely Poor Visibility
839,154,897,Unhealthy,Poor Visibility
840,207,1092,Very_Unhealthy,Very Poor Visibility
841,290,1466,Very_Unhealthy,Very Poor Visibility
842,162,911,Unhealthy,Poor Visibility
843,275,1145,Very_Unhealthy,Very Poor Visibility
844,252,1116,Very_Unhealthy,Very Poor Visibility
845,419,1639,Hazardous,Extremely Poor Visibility
846,104,685,Moderate_Bad,Hazy
847,190,885,Unhealthy,Poor Visibility
848,477,1582,Hazardous,Extremely Poor Visibility
849,236,1351,Very_Unhealthy,Very Poor Visibility
850,466,1619,Hazardous,Extremely Poor Visibility
851,125,614,Moderate_Bad,Hazy
852,319,1503,Hazardous,Extremely Poor Visibility
853,170,878,Unhealthy,Poor Visibility
854,104,741,Moderate_Bad,Hazy
855,356,1681,Hazardous,Extremely Poor Visibility
856,500,1619,Hazardous,Extremely Poor Visibility
857,66,588,Moderate,Slightly Hazy
858,12,421,Good,Clear
859,363,1550,Hazardous,Extremely Poor Visibility
860,1,433,Good,Clear
861,364,1680,Hazardous,Extremely Poor Visibility
862,495,1680,Hazardous,Extremely Poor Visibility
863,445,1680,Hazardous,Extremely Poor Visibility
864,434,1533,Hazardous,Extremely Poor Visibility
865,22,352,Good,Clear
866,462,1695,Hazardous,Extremely Poor Visibility
867,226,1230,Very_Unhealthy,Very Poor Visibility
868,288,1430,Very_Unhealthy,Very Poor Visibility
869,395,1525,Hazardous,Extremely Poor Visibility
870,291,1119,Very_Unhealthy,Very Poor Visibility
871,10,428,Good,Clear
872,414,1627,Hazardous,Extremely Poor Visibility
873,225,1495,Very_Unhealthy,Very Poor Visibility
874,420,1602,Hazardous,Extremely Poor Visibility
875,343,1692,Hazardous,Extremely Poor Visibility
876,485,1683,Hazardous,Extremely Poor Visibility
877,274,1154,Very_Unhealthy,Very Poor Visibility
878,18,374,Good,Clear
879,97,564,Moderate,Slightly Hazy
880,500,1582,Hazardous,Extremely Poor Visibility
881,136,786,Moderate_Bad,Hazy
882,405,1605,Hazardous,Extremely Poor Visibility
883,190,857,Unhealthy,Poor Visibility
884,297,1054,Very_Unhealthy,Very Poor Visibility
885,347,1645,Hazardous,Extremely Poor Visibility
886,491,1568,Hazardous,Extremely Poor Visibility
887,423,1623,Hazardous,Extremely Poor Visibility
888,463,1560,Hazardous,Extremely Poor Visibility
889,339,1691,Hazardous,Extremely Poor Visibility
890,409,1688,Hazardous,Extremely Poor Visibility
891,350,1577,Hazardous,Extremely Poor Visibility
892,31,381,Good,Clear
893,326,1567,Hazardous,Extremely Poor Visibility
894,425,1644,Hazardous,Extremely Poor Visibility
895,125,789,Moderate_Bad,Hazy
896,204,1380,Very_Unhealthy,Very Poor Visibility
897,487,1617,Hazardous,Extremely Poor Visibility
898,51,507,Moderate,Slightly Hazy
899,20,417,Good,Clear
900,96,577,Moderate,Slightly Hazy
901,429,1580,Hazardous,Extremely Poor Visibility
902,4,417,Good,Clear
903,121,628,Moderate_Bad,Hazy
904,438,1617,Hazardous,Extremely Poor Visibility
905,354,1616,Hazardous,Extremely Poor Visibility
906,334,1515,Hazardous,Extremely Poor Visibility
907,468,1675,Hazardous,Extremely Poor Visibility
908,471,1653,Hazardous,Extremely Poor Visibility
909,462,1588,Hazardous,Extremely Poor Visibility
910,270,1360,Very_Unhealthy,Very Poor Visibility
911,268,1435,Very_Unhealthy,Very Poor Visibility
912,446,1507,Hazardous,Extremely Poor Visibility
913,289,1273,Very_Unhealthy,Very Poor Visibility
914,31,371,Good,Clear
915,293,1149,Very_Unhealthy,Very Poor Visibility
916,170,808,Unhealthy,Poor Visibility
917,63,489,Moderate,Slightly Hazy
918,249,1173,Very_Unhealthy,Very Poor Visibility
919,256,1216,Very_Unhealthy,Very Poor Visibility
920,56,513,Moderate,Slightly Hazy
921,164,968,Unhealthy,Poor Visibility
922,277,1124,Very_Unhealthy,Very Poor Visibility
923,333,1542,Hazardous,Extremely Poor Visibility
924,64,537,Moderate,Slightly Hazy
925,21,396,Good,Clear
926,481,1655,Hazardous,Extremely Poor Visibility
927,481,1637,Hazardous,Extremely Poor Visibility
928,29,436,Good,Clear
929,350,1512,Hazardous,Extremely Poor Visibility
930,305,1558,Hazardous,Extremely Poor Visibility
931,489,1691,Hazardous,Extremely Poor Visibility
932,248,1152,Very_Unhealthy,Very Poor Visibility
933,389,1663,Hazardous,Extremely Poor Visibility
934,473,1591,Hazardous,Extremely Poor Visibility
935,349,1610,Hazardous,Extremely Poor Visibility
936,72,462,Moderate,Slightly Hazy
937,232,1461,Very_Unhealthy,Very Poor Visibility
938,293,1463,Very_Unhealthy,Very Poor Visibility
939,60,471,Moderate,Slightly Hazy
940,145,631,Moderate_Bad,Hazy
941,98,578,Moderate,Slightly Hazy
942,221,1399,Very_Unhealthy,Very Poor Visibility
943,398,1665,Hazardous,Extremely Poor Visibility
944,413,1695,Hazardous,Extremely Poor Visibility
945,39,418,Good,Clear
946,343,1597,Hazardous,Extremely Poor Visibility
947,70,488,Moderate,Slightly Hazy
948,442,1526,Hazardous,Extremely Poor Visibility
949,335,1544,Hazardous,Extremely Poor Visibility
950,196,839,Unhealthy,Poor Visibility
951,146,744,Moderate_Bad,Hazy
952,114,653,Moderate_Bad,Hazy
953,180,831,Unhealthy,Poor Visibility
954,23,434,Good,Clear
955,252,1175,Very_Unhealthy,Very Poor Visibility
956,119,706,Moderate_Bad,Hazy
957,304,1696,Hazardous,Extremely Poor Visibility
958,131,696,Moderate_Bad,Hazy
959,185,880,Unhealthy,Poor Visibility
960,23,398,Good,Clear
961,206,1179,Very_Unhealthy,Very Poor Visibility
962,278,1006,Very_Unhealthy,Very Poor Visibility
963,356,1651,Hazardous,Extremely Poor Visibility
964,255,1354,Very_Unhealthy,Very Poor Visibility
965,13,395,Good,Clear
966,317,1514,Hazardous,Extremely Poor Visibility
967,468,1594,Hazardous,Extremely Poor Visibility
968,415,1594,Hazardous,Extremely Poor Visibility
969,432,1691,Hazardous,Extremely Poor Visibility
970,122,654,Moderate_Bad,Hazy
971,408,1642,Hazardous,Extremely Poor Visibility
972,29,404,Good,Clear
973,208,1419,Very_Unhealthy,Very Poor Visibility
974,391,1596,Hazardous,Extremely Poor Visibility
975,153,811,Unhealthy,Poor Visibility
976,477,1514,Hazardous,Extremely Poor Visibility
977,363,1698,Hazardous,Extremely Poor Visibility
978,117,615,Moderate_Bad,Hazy
979,49,424,Good,Clear
980,51,568,Moderate,Slightly Hazy
981,76,555,Moderate,Slightly Hazy
982,291,1458,Very_Unhealthy,Very Poor Visibility
983,305,1509,Hazardous,Extremely Poor Visibility
984,372,1666,Hazardous,Extremely Poor Visibility
985,361,1659,Hazardous,Extremely Poor Visibility
986,298,1277,Very_Unhealthy,Very Poor Visibility
987,4,399,Good,Clear
988,184,845,Unhealthy,Poor Visibility
989,324,1613,Hazardous,Extremely Poor Visibility
990,376,1530,Hazardous,Extremely Poor Visibility
991,103,736,Moderate_Bad,Hazy
992,128,795,Moderate_Bad,Hazy
993,245,1318,Very_Unhealthy,Very Poor Visibility
994,185,987,Unhealthy,Poor Visibility
995,484,1611,Hazardous,Extremely Poor Visibility
996,203,1093,Very_Unhealthy,Very Poor Visibility
997,487,1513,Hazardous,Extremely Poor Visibility
998,322,1671,Hazardous,Extremely Poor Visibility
999,278,1161,Very_Unhealthy,Very Poor Visibility
1000,157,909,Unhealthy,Poor Visibility
1001,191,833,Unhealthy,Poor Visibility
1002,224,1027,Very_Unhealthy,Very Poor Visibility
1003,259,1023,Very_Unhealthy,Very Poor Visibility
1004,90,474,Moderate,Slightly Hazy
1005,482,1601,Hazardous,Extremely Poor Visibility
1006,148,787,Moderate_Bad,Hazy
1007,80,473,Moderate,Slightly Hazy
1008,323,1655,Hazardous,Extremely Poor Visibility
1009,452,1504,Hazardous,Extremely Poor Visibility
1010,249,1100,Very_Unhealthy,Very Poor Visibility
1011,381,1558,Hazardous,Extremely Poor Visibility
1012,174,824,Unhealthy,Poor Visibility
1013,111,681,Moderate_Bad,Hazy
1014,344,1682,Hazardous,Extremely Poor Visibility
1015,244,1310,Very_Unhealthy,Very Poor Visibility
1016,455,1552,Hazardous,Extremely Poor Visibility
1017,369,1565,Hazardous,Extremely Poor Visibility
1018,11,374,Good,Clear
1019,64,595,Moderate,Slightly Hazy
1020,282,1477,Very_Unhealthy,Very Poor Visibility
1021,96,591,Moderate,Slightly Hazy
1022,46,355,Good,Clear
1023,369,1619,Hazardous,Extremely Poor Visibility
1024,131,634,Moderate_Bad,Hazy
1025,328,1583,Hazardous,Extremely Poor Visibility
1026,158,859,Unhealthy,Poor Visibility
1027,17,369,Good,Clear
1028,336,1683,Hazardous,Extremely Poor Visibility
1029,444,1684,Hazardous,Extremely Poor Visibility
1030,119,754,Moderate_Bad,Hazy
1031,99,473,Moderate,Slightly Hazy
1032,470,1550,Hazardous,Extremely Poor Visibility
1033,200,1597,Hazardous,Extremely Poor Visibility
1034,471,1582,Hazardous,Extremely Poor Visibility
1035,254,1455,Very_Unhealthy,Very Poor Visibility
1036,162,863,Unhealthy,Poor Visibility
1037,189,815,Unhealthy,Poor Visibility
1038,188,839,Unhealthy,Poor Visibility
1039,90,488,Moderate,Slightly Hazy
1040,182,840,Unhealthy,Poor Visibility
1041,470,1650,Hazardous,Extremely Poor Visibility
1042,143,755,Moderate_Bad,Hazy
1043,33,409,Good,Clear
1044,145,713,Moderate_Bad,Hazy
1045,250,1006,Very_Unhealthy,Very Poor Visibility
1046,163,982,Unhealthy,Poor Visibility
1047,119,612,Moderate_Bad,Hazy
1048,362,1625,Hazardous,Extremely Poor Visibility
1049,132,739,Moderate_Bad,Hazy
1050,230,1174,Very_Unhealthy,Very Poor Visibility
1051,36,434,Good,Clear
1052,69,470,Moderate,Slightly Hazy
1053,141,649,Moderate_Bad,Hazy
1054,497,1640,Hazardous,Extremely Poor Visibility
1055,22,391,Good,Clear
1056,119,607,Moderate_Bad,Hazy
1057,382,1647,Hazardous,Extremely Poor Visibility
1058,483,1606,Hazardous,Extremely Poor Visibility
